Job_Description,CV_Text,Label
"מעצב /ת אריזות בכיר לסטודיו אסם-נסטלה - 4166 סטודיו אסם-נסטלה מחפש מעצב/ת אריזות מנוסה, יצירתי/ת ומוכשר/ת שיצטרף/תצטרף לצוות הסטודיו שלנו!צוות שחי ונושם עיצוב, עם תשוקה אמיתית למיתוג, צבע, טיפוגרפיה וחוויית צרכן.זו הזדמנות לעבוד בלב העשייה, על המותגים המובילים בישראל בתחומי הקולינריה, החטיפים, המאפה ועוד - ולהשפיע על איך שהם נראים במדף, במקרר ובידיים של מיליוני צרכנים.מה בתפקיד?פיתוח והובלת קונספטים בעיצוב אריזות (עיצוב גרפי, לא תעשייתי) למותגים מוכרים ואהובים.ראיה שיווקית אסטרטגית לבניית מותגים ושמירה על נכסיות מותג.שיתוף פעולה צמוד עם חטיבות השיווק, מנהלי מותגים, מחלקת הפיתוח והייצור, מכוני הפרדה ובתי דפוס בתחומי השקע, פלקסו ואופסט).  ניהול קו עיצובי עקבי תוך שמירה על שפה מותגית.פיתוח קונספטים חדשים, ביצוע התאמות לסדרות מוצרים, שפה גרפית ועזרי מכירה.עבודה כחלק מצוות מעצבים וגרפיקאים יצירתיים, איכותיים, ודינמיים.דרישות: תואר בעיצוב ","עובד/ת ניקיון עם ניסיון בניקיון משרדים ומוסדות, אחראי/ת ויסודי/ת.",0
"מנהל /ת אחזקה לCBC (נביעות) בקרית שמונה! מנהל /ת אחזקה לנביעות בקרית שמונה!הזדמנות להצטרף להנהלת אחד האתרים התעשייתיים המובילים בצפון ולהוביל את תחום האחזקה בנביעות.הובלת מחלקת האחזקה (מכני, חשמל, תשתיות ובקרה) וניהול צוותים וקבלני משנהבנייה ויישום תוכנית אחזקה שנתית: טיפולים גדולים, פרויקטים לשדרוג ושיפור, אחזקה מונעת ושוטפתנתוחי תקלות שורש (RCA) הפקת לקחים ויישום פתרונות  ניהול תקציב, הזמנת חלקים וטיפול במלאיעבודה מול  ממשקים רבים בסביבה טכנולוגית מתקדמת וברגולציה מחמירה של בטיחות ותחום המזוןדרישות: ניסיון בניהול אחזקה במפעל תעשייתי- חובההשכלה הנדסית -חובהתרון לידע במערכות תשתית: קיטור, מים, אוויר דחוס, קירורניסיון בניהול צוותים רב תחומיים והובלת תהליכי שינוייכולת עבודה בסביבה מרובת  ממשקים ותקשורת בינאישית טובה המשרה מיועדת לנשים ולגברים כאחד.",איש/אשת תחזוקה עם ניסיון בתיקונים כלליים ובעבודות אחזקה שוטפת.,1
"לחברת לוגיסטיקה מובילה דרוש /ה מתפעל /ת למחלקת החזרות בפ""ת אנחנו מתרחבים ומחפשים מתפעל/ת סריקות ומיון החזרות של משלוחי SHEINהזדמנות מצוינת להשתלב ולהיקלט בחברה גדולה ויציבה, עם אופקי קידום.במסגרת התפקיד:סריקת פריטי חזרות של שיין למערכות של שיין ואריזתם בקרטוניםעבודה נוחה בישיבה ממוזגתיש בונוסים על הגעה ליעדים!דרישות: יכולת עבודה בסביבה ממוחשבת - עבודה עם סריקה ומערכות מחשוב (קליטה של פריטים במערכת).אחריות, סדר ודיוק - עבודה עם חבילות, נדרש ריכוז לפרטים.יכולת התמדה וביצוע עבודה מונוטונית לאורך זמן.יחסי אנוש טובים, יכולת עבודה בצוות. המשרה מיועדת לנשים ולגברים כאחד.","מחסנאי/ת עם ניסיון בניהול מלאי וקבלת סחורה, אחראי/ת ומדויק/ת.",1
"אח.ות טיפולי בית לת""א דרוש.ה אח.ות ליחידת טיפולי בית ללאומית.התפקיד כולל מתן טיפול רפואי וסיעודי מקיף בבית, למטופלים כרוניים המרותקים לביתם. אנו מחפשים אדם בעל.ת יכולות תקשורת מצוינות, אמפתיה, ויכולת עבודה עצמאית ובצוות.תחומי אחריות: מתן טיפול סיעודי מקצועי ומקיף בבית המטופל, בהתאם לתוכנית טיפול אישית ובתיאום עם הצוות הרפואי. מעקב וניטור מצבם הבריאותי של המטופלים, כולל בדיקות פיזיקליות, מדידת סימנים חיוניים ותיעוד שוטף. מתן תרופות (לרבות מתן תוך ורידי), ביצוע חבישות, החלפת קטטרים, ניקוזים ופעולות סיעודיות נוספות. מתן הדרכה ותמיכה למטופלים ולבני משפחותיהם. זיהוי שינויים במצב המטופל ודיווח לרופא המטפל ולצוות הרלוונטי. ניהול תיעוד רפואי מדויק ומלא. עבודה בשיתוף פעולה עם רופא, פיזיותרפיסטים, עו""ס וגורמים רפואיים ופרא-רפואיים. הקפדה על כללי אתיקה מקצועית, סודיות רפואית ובטיחות המטופל.היקף משרה: משרה מלאה/חלקית (יפור","עוזר/ת רפואי/ת עם ניסיון במרפאה, אחראי/ת ומדויק/ת בתיעוד.",1
"בנק מוביל מחפש אותך! >> שכר 9K! הצטרפו אל בנק מוביל! אנו מגייסים לצוות הבנקאות הטלפונית לעבודה במרכז השירות בירושלים ומודיעין!התפקיד כולל >> מתן שירותים בנקאיים טלפוניים הכוללים: הפקדות, טיפול בחשבונות, חסכונות, טיפול בצ'קים ועוד. העבודהמתקיימת במוקד שירות בסביבת עבודה תומכת ואיכותית. מתאים גם לסטודנטים/יות!תנאים מעולים!- משרה מלאה, ללא ימי שישי- שכר גלובלי: 9K!!!- עובד/ת בנק מהיום הראשון- קרן השתלמות מהיום הראשון- תוספות שנתיות לעובדי/ות בנק- סל רווחה שנתי- השתתפות בביטוחי חיים- מתנות לחגים, ימי הולדת, לידות, נישואין, יום משפחה ועוד!דרישות: - בעלי תואר ראשון / הנדסאים / תעודת בגרות / מועמדים בתהליך קבלה ללימודים (""חוצים"") - חובה - זמינות ל 3- ימי עבודה בשבוע עבודה רגילה או 4 משמרות לסטודנטים - חובה - זמינות לעבודה במשמרות מפוצלות- חפיפה פרטנית (ללא קורס קבוצתי) המשרה מיועדת לנשים ולגברים כאחד.","מוקדן/ית עם ניסיון בשירות לקוחות טלפוני, שירותיות גבוהה וסבלנות.",1
"מידי!!לחברה גדולה המייבאת, משווקת ומפיצה מוצרי מזון דרוש /ה נהג /ת עד /מעל 15 טון+שכר פצההה!! לחברה גדולה המייבאת, משווקת ומפיצה מוצרי מזון דרוש/ה נהג/ת עד/מעל 15 טוןחלוקת מוצרי מזון, עבודה מול חלוקה לבתי מלון, מסעדות, קצביות גדולות.בין 20-15 נקודות חלוקה ביוםדרישות: רישיון ג` עד/מעל 15 טון-בתוקף חובה.ניסיון בחלוקה של שנה - חובה***ניידות חובה- אין הסעות, אין תחבורה ציבורית****מעל גיל 21 לצורכי ביטוח- חובה המשרה מיועדת לנשים ולגברים כאחד.","סייר/ת משלוחים עם ניסיון בעיר, אחראי/ת ומדויק/ת בזמנים.",1
"Cloud  DevOps לנס דרוש/ה Cloud  DevOps עם ניסיון בתשתיות ענן AWS ו GCP לNESS ברשות ממשלתית גדולה בירושלים.העבודה בירושלים בהר חוצבים במשרה מלאה (ללא היברידיות).תידרש קבלת סיווג בטחוני (רמה 3) אפשר יהיה להתחיל ברמה 5-6.דרישות: ניסיון קודם בעבודה בארגון גדול בתחום התשתיות כ  system.הכרת תשתיות ענן AWS ו GCP.ניסיון מוכח בעבודה עם CI/CD Pipelines - Jenkins / GitLab / GitHub Actions.כתיבת סקריפטים ואוטומציות (Bash /  Python / Groovy / PowerShell).שליטה בכתיבת Infrastructure as Code (IaC) - Terraform / CloudFormation.היכרות עמוקה עם Containers - Docker ו Kubernetes.ניסיון עם מערכות Logging Monitoring כמו ELK / Prometheus + Grafana / Datadog.ניסיון בעבודה מול סביבות  Linux ברמה מתקדמת.היכרות עם Git וניהול תצורה בסביבת multi-branch.ניסיון עם Cloud Native technologies (EKS, ECS, AKS, GKE, RDS).הבנה באבטחת ענן (I",עורך/ת תוכן עם ניסיון בכתיבה לרשתות חברתיות ולאתרים.,0
למרפאת אלון מורה דרוש /ה סייע /ת לעבודה עם רופא /ת שיניים!! דרוש/ה סייע/ת לרופא/ת שיניים למרפאת כללית סמייל סניף אלון מורה!!אין לך ניסיון ואת/ה רוצה להיכנס לעולם הרפואה ולבנות קריירה משמעותית? ש.ל.ה היא כרטיס הכניסה שלך!הגיש/י מועמדות ואנחנו נלווה אותך בכל שלבי ההכשרה!העבודה היא במסגרת של יומיים בשבוע בימי שני ושלישי בין השעות 8-17! אז מה התפקיד כולל?סיוע שוטף לרופא השיניים בכל הליך טיפוליביצוע ופיתוח תצלומי רנטגןמתן שירות למטופלים.מה נדרש כדי לעבוד איתנו?תעודת סייע/ת או ניסיון בתחום - יתרון משמעותידרישות:  המשרה מיועדת לנשים ולגברים כאחד.,"סטודנטית לחינוך המחפשת עבודה בצהרון או בבית ספר, זמינה אחר הצהריים.",1
"לחברת קייטרינג מובילה בנתב""ג דרושים עובדים /ות כלליים! - משמרות בוקר/צהריים/לילה- מערך הסעות נרחב!!- פוטנציאל שכר גבוה!!*העבודה מוכרת כעבודה מועדפת*צורך גיוס - דוברי אנגלית ברמה בסיסית, ראש על הכתפיים העבודה מחולקת למשמרות בוקר צהריים לילה - לפחות 6 משמרות בשבוע ללא שישי שבת (רק כניסת עד צאת שבת)דרישות: - זמינות ל 6 משמרות בשבוע- תחילת עבודה מותנית סיווג בטחוני המשרה מיועדת לנשים ולגברים כאחד.","מלצר/ית עם ניסיון במסעדות ובאירועים, תודעת שירות גבוהה, זמין/ה לסופי שבוע.",1
"לחברתנו דרוש /ה מעצב /ת גרפיקה למילוי מקום חל""ד עם אופציה להארכה אחריות על השפה העיצובית של החברהתכנון וביצוע עיצוב גרפי לפרויקטים ומכרזים בדפוס ובדיגיטל עד הפקהדרישות: שליטה מלאה בתוכנות ADOBE: INDESIGN - ILLUSTRATOR -  PHOTOSHOP -כישורים נדרשים:יצירתיות דייקניות, סדר ותכנון ברמה גבוההעצמאותיכולת פתרון בעיותיכולת עמידה בלחציםראייה שיווקיתתקשורת בינאישית טובהשליטה באנגלית - יתרון המשרה מיועדת לנשים ולגברים כאחד.","מחסנאי/ת עם ניסיון בניהול מלאי וקבלת סחורה, אחראי/ת ומדויק/ת.",0
"מכונאי /ת העובדים שלנו נהנים מתנאים מצוינים!לחברת מנופי אבי דרוש/ה מכונאי/ת, עבודה מאתגרת על ציוד ייחודינכונות לשעות נוספות במידת הצורך למתאימים יינתנו הדרכות והכשרות במימון החברהדרישות: ידע וניסיון בהידראוליקה ומכונאות רכב כבד חובהעבודה בצוות, אמינות, יחסי אנוש ומוטיבציה גבוהה* המשרה מיועדת לנשים ולגברים כאחד.","מפעיל/ת מכונות עם ניסיון בתעשייה, אחראי/ת ומדויק/ת.",1
"תכנית קרב מחפשת  מדריכים /ות להדרכה בבתי ספר יסודיים ברחבי הארץ הדרכה טבע וסביבה, גינות לימודיות ופינות חי בבתי הספר ובגני ילדים, העמקת הקשר והכרות של התלמידים עם בעלי חיים, הקניית מיומנויות של תהליכי חקר ולהעשירם בתכנים הקשורים לבעלי חיים, צפרות, טבע סביבה ואקטיביזם סביבתי, אזורי עבודה: חוף אשקלון, מטה יהודה, באר יעקב, חוף כרמל, גליל תחתון, מרום גלילדרישות: רקע ונסיון (  הדרכה / הוראה עם ילדים, רקע ו/או ניסיון בתחומי הטבע, סביבה, חקלאות ובעלי חיים,רישיון נהיגה ורכב המשרה מיועדת לנשים ולגברים כאחד.",טכנאי/ת תמיכה טכנית עם ניסיון בפתרון תקלות מחשוב ותקשורת.,0
"דורש /ה חבר /ת צוות לפיתוח והובלת סדנאות במרחב המייקרס במרכז החדשנות אם את.ה סקרן.ית ללמוד דברים חדשים, להשפיע על דור העתיד בחינוך,ומעניין אותך לעבוד באגף שמוביל את החדשנות בלמידה, זה הזמן שלך להצטרף אלינו!צוות ""מייקרס ולמידה דיגיטלית"" עוסק בהכשרה וליווי של דור המורים הבא להטמעה של פרקטיקות הוראה חדשניות בכיתה, תוך שילוב של כלים דיגיטליים וטכניקות מתחום ה MAKINGמה תעש.י ביום יום?- פיתוח והנחיית סדנאות בתחום המייקרס ועשיינות לסגל אקדמי וסטודנטים- פיתוח והנחיית סדנאות בתחום של טכנולוגיות חדשניות ובינה מלאכותית בהוראה ולמידה - ליווי של סטודנטים למימוש פרוייקטים המשלבים עשייה, יצירה וטכנולוגיה - יצירה במגוון החומרים והטכניקות במרחב, תוך תפעול וארגון מרחב העבודהמה אנחנו מציעים:- הסכם אישי הכולל הטבות של קרן השתלמות והסדרי עבודה- ימי גיבוש, פעילויות העשרה, הרצאות ""שומע חופשי"", ארועי תרבות, סיורים והכשרות- השתלבות בצוות קיים ומקצועי וליווי אישי מצוות מנוסה.דרישות:","מעצב/ת גרפי/ת עם ניסיון ב-Photoshop ו-Illustrator, יצירתי/ת ומדויק/ת.",0
"לסניף טיב טעם ברמת החייל דרוש /ה סדרן /ית! תחילת עבודה מיידית! לסניף ""טיב טעם"" ברמת החייל דרוש /ה סדרן/ית!* עובדי /ות חברה מהיום הראשון.*תחילת עבודה במיידי!*שכר 42 ש""ח בשעה ותנאים מעוליםדרישות: נכונות לעבודה במשמרות וסופי שבוע. המשרה מיועדת לנשים ולגברים כאחד.","קופאי/ת וסדרן/ית עם ניסיון בעבודה ברשת קמעונאית, זמינות למשמרות בוקר וערב.",1
"עובדי ייצור ליקוט ואריזה לחברת שיווק ישיר של פתרונות מזון לכלבים דרושים למפעל אריזה באזור תעשייה בחולון - שחקני נשמה לעבודה בצוות ייצור ליקוט ואריזה.העבודה בימים א-ה מ 9:00 עד כ17:0050 שח לשעה+ 5 בונוס חודשי ותנאים סוציאליים מלאים.עבודה בצוות קטן ואנרגטי ובאווירה נעימהקו""ח נא לשלוח למייל.דרישות: דרישות התפקיד: יכולת לעבודה פיזית מתונה,תשומת לב לפרטים,אנגלית בסיסית,ידיים טובות,ורצון לעבוד.הגעה עצמית. המשרה מיועדת לנשים ולגברים כאחד.","דוג ווקר עם ניסיון של שנתיים, אחראי ומדויק בזמנים, גר/ה באזור המרכז.",1
"אח /ות בקרת בתי חולים במטה מאוחדת תל אביב ומעבר עתידי לראשון לציוןבדיקת נכונות החיובים שהוגשו ע""י בתי החולים בגין פעילות רפואית למטופלי הקופה  ניהול תהליך השגות מול ביה""ח:כתיבת השגות במקרים של חוסר התאמה בין החיוב לפעילות הרפואית שבוצעה בפועל או להוראות ולהסכמים, על בסיס קריאת סיכומי מחלה ומכתבי שחרור.שליחת השגות ומעקב אחר קבלת מענהקיום דיונים ומו""מ עם נציג הנהלת ביה""ח, מעקב עד סיום הטיפול וקבלת הזיכוי במקרה הצורךאיתור מקרים ו/או מגמות בהתנהגות בתיה""ח ומרפאות הקהילה והצגת התובנות לגורמי הנהלה.אפיון וטיוב הקודים במערכת הקודים של מאוחדתפתיחה/עדכון הסכמים עם הספקים, לרבות עדכון תעריפים בגין שירותיםטיפול ובקרה אחר התחייבויות שמתקבלות במוקד להתחייבויות חריגותממשקי עבודה שוטפים עם משרד הבריאות, בתי חולים ומול גורמים פנימיים במטה ובמחוזות הקופה.דרישות: השכלה:אח/ות מוסמך/ת בעל/ת תואר אקדמיניסיון:וותק מקצועי שנתיים לפחותהמשרה מיועד","מוכר/ת בחנות עם ניסיון בסידור סחורה ובקופה, אחראי/ת ומהיר/ה בלמידה.",0
"למשרד לעיצוב פנים בצמיחה דרוש /האדריכל /ית /מפקח /ת בנייה / מעצב /ת פנים אם תכנון, ירידה לפרטים והובלת פרויקטים מדברים אליך - יכול להיות שאנחנו מחפשים בדיוק אותך.התפקיד כולל:בדיקת תוכניות, עבודה בסביבת Revit ו-BIM,  ניהול מודלי BIM,אחריות מקצועית והובלת צוות.מה חשוב לנו:ניסיון בעבודה עם Revit ו-BIM, חשיבה תכנונית, אחריות ויכולת עבודה עצמאית.מה תקבלו אצלנו:סביבת עבודה מקצועית ונעימה, פרויקטים מעניינים, שעות עבודה גמישות ואפשרות לעבודה גם לפרילנסרים ועצמאים.מחפשים אנשים טובים שרוצים לגדול מקצועית ולהיות חלק מצוות איכותי.דרישות: ניסיון- לפחות 3 שנים המשרה מיועדת לנשים ולגברים כאחד.","דוג ווקר עם ניסיון של שנתיים, אחראי ומדויק בזמנים, גר/ה באזור המרכז.",0
"מדריכ /ה להוסטלים לילדים ונוער על הרצף האוטיסטי - הזדמנות לעשייה משמעותית! הזדמנות להשתלב בעבודה עם שליחות אמיתית!הוסטלים לילדים ולנערים על הרצף האוטיסטי מחפש מדריכ.ה מסור.ה שיצטרף לצוות מקצועי, חם ומוביל בתחום.מה בתפקיד?ליווי אישי לילדים ולנעריםסיוע בפיתוח כישורי חיים ועצמאותעבודה כחלק מצוות תומך ומנוסההדרכות מקצועיות קבועות על ידי אנשי מקצועמה מחכה לך אצלנו?סבסוד לימודים לתואר טיפולי והמלצה לתואר שנימשמרות גמישות: אחהצ, לילות ושבתותאפשרות למשרה מלאה או חלקיתמיקום: אשדוד, רחובות, באר שבע, אילת!מחפשים עבודה עם ערך אמיתי? הצטרפו אלינו!דרישות: אחריות,סובלנות,רצון ללמוד ולהתקדם! המשרה מיועדת לנשים ולגברים כאחד.","קופאי/ת וסדרן/ית עם ניסיון בעבודה ברשת קמעונאית, זמינות למשמרות בוקר וערב.",0
"שפיר מחפשת רכז.ת תפעול והפצה למפעלי הבטון במרכז הארץ הזדמנות להצטרף לחברה מובילה ויציבה, שמעניקה ביטחון תעסוקתי וסביבת עבודה דינמית!תכנון וניהול סידורי עבודה לנהגים.ביצוע הזמנות במערכות ממוחשבות.מתן מענה מקצועי ללקוחות החברה ולקבלנים.מה יוצא לך מזה?הזדמנות להשתלב ולהתפתח בחברה מובילה בתחום.תפקיד מלא עניין, קצב ועשייה מגוונת.דרישות: ניסיון בעבודה בסביבה ממוחשבתניסיון בשירות לקוחות יתרון משמעותי.המשרה מיועדת לנשים ולגברים כאחד. המשרה מיועדת לנשים ולגברים כאחד.",נציג/ת תמיכה עם ניסיון בפתרון תלונות לקוחות ומענה מהיר.,0
"מארחים /ות למסעדה מובילה בתל אביב! מסעדה מוכרת בתל אביב מחפשת מארחים/ות לצוות צעיר, אנרגטי ודינמי.מה בתפקיד:- קבלת קהל וחוויית שירות נעימה- עבודה בסביבה צעירה ותוססת- תחילת עבודה מיידיתפרטי המשרה:- עבודה בימים א'-ה' + שישי-שבת- מתאים גם לסטודנטים/ות, חיילים/ות וחיילים משוחררים- שכר מצוין - 50 ש""ח לשעה!!!דרישות: דרישות:- ניסיון - יתרון- אחריות ויחסי אנוש טובים- תודעת שירות גבוהה- זמינות לעבודה בסופי שבוע המשרה מיועדת לנשים ולגברים כאחד.","מורה בהכשרה עם רקע במתמטיקה, מחפש עבודה חלקית כמורה פרטי או בצהרון.",0
"נציג.ית שירות לקוחות לחברה מובילה בתחומה דרוש.ה נציג.ת שירות לקוחות לחברה מובילה בתחומה באזור המרכז!התפקיד כולל: מענה ללקוחות אסטרטגיים (טלפוני/ ווואטסאפ), מענה לקוחות החברה בנושאים שונים, בירורים, עבודה אל מול מחלקות שונות.משרה מלאה!בונוסים מתגמלים!המשרה מתאימה גם לסטודנטים, משרות הורה ועוד!דרישות: שירותיות ברמה גבוהכושר ביטוי ברמה גבוההיכולת ביצוע מספר משימות במקביל קליטה מהירה למערכותיכולת עבודה בצוות המשרה מיועדת לנשים ולגברים כאחד.","מדריך חינוכי עם ניסיון בהנחיית קבוצות נוער, אחראי ובעל יכולת הכלה גבוהה.",0
"דרוש /ה נציג /ת שירות ומכירות לחברה מובילה דרוש/ה נציג/ת שירות ומכירות לחברה מובילה התפקיד כולל:  ניהול וטיפול בלקוחות קיימים.קבלת הזמנות, טיפול בחוסרים ופתרון בעיות.הגדלת סל ושימור לקוחות.דרישות: רקע וניסיון בשירות לקוחות אוריינטציה מכירתית - יתרון!ניסיון במכירות - יתרון!שירותיות, אחריות ויחסי אנוש מעולים! המשרה מיועדת לנשים ולגברים כאחד.",נציג/ת שירות ומכירה עם ניסיון במתן מענה פרונטלי וטלפוני ללקוחות.,1
"רכז /ת פרויקט ליוזמה אמנותית תרבותית ניהול וליווי פרויקטים ויוזמות תרבותיות.תיאום מול אמנים, ספקים ומוסדות.הפקת אירועים ותערוכות.אחריות על פרסום וקידום ברשתות חברתיות.תפעול מערכות דיגיטליות ויישומי Officeדרישות: שליטה גבוהה בכלים דיגיטליים וברשתות חברתיות - חובה.שליטה מצוינת בOffice ניסיון בניהול פרויקטים - יתרון.יכולת עבודה עצמאית, יוזמה וארגון. המשרה מיועדת לנשים ולגברים כאחד.","ברמן/ית עם ניסיון בברים ובאירועים פרטיים, זמין/ה לעבודת ערב ולילה.",1
"מכונאי /ת העובדים שלנו נהנים מתנאים מצוינים!לחברת מנופי אבי דרוש/ה מכונאי/ת, עבודה מאתגרת על ציוד ייחודינכונות לשעות נוספות במידת הצורך למתאימים יינתנו הדרכות והכשרות במימון החברהדרישות: ידע וניסיון בהידראוליקה ומכונאות רכב כבד חובהעבודה בצוות, אמינות, יחסי אנוש ומוטיבציה גבוהה* המשרה מיועדת לנשים ולגברים כאחד.","מפתח/ת תוכנה עם ניסיון ב-Python ו-SQL, זמין/ה למשרה חלקית או פרויקטלית.",0
"49 ש""ח לשעה! דרושים /ות מאבטחים /ות חמושים /ות לחברת הייטק אמריקאית בירושלים דרושים/ות מאבטחים/ות חמושים/ות לחברת הייטק אמריקאית בירושליםהעובדה בסביבתצעירה ומפנקת49 ש""ח לשעה משמרות 24/7 בוקר/ צהריים/ לילה וסופ""שארוחות מסובסדותמתאים לסטודנטים/ות - ניתן ללמוד בשעות הערב / לילה וסופ""שמתאים לחיילים/ות משוחררים/ותתנאים סוציאליים מלאים מהיום הראשון, כולל קרן השתלמות ופנסיההחזרי נסיעותאופציות קידום מידיות!מה עושים אצלנו?בקרת כניסה- כניסה ויציאה של רכבים ואורחים סריקות וסיוריםדרישות: מותנה במעבר קורס נשק בן 6 ימים.כושר גופני טוב.ניסיון באבטחה (שירות צבאי מלא יחשב כניסיון). המשרה מיועדת לנשים ולגברים כאחד.","סטודנט/ית המחפש/ת עבודה בהפקת אירועים, אחראי/ת ובעל/ת יכולת עבודה בצוות.",0
"סיירים, בלשים ואנשי חקירות לגוף ביטחוני מוביל לגוף ביטחוני מוביל בפריסה ארצית דרושים/ות מועמדים/ות איכותיים/ות! לתפקידים: סייר.ת / בילוש / חקירות היתרונות: עבודה מאתגרת ומלאת עניין סביבת עבודה מבצעית ומשמעותית תחושת שליחות ותרומה אמיתיתמעוניינים/ות? הצטרפו אלינו לעשייה חשובה ובעלת משמעות!דרישות: דרישות התפקיד: 12שנות לימוד. כשירות גופנית. רישיון נהיגה. אסרטיביות, ביטחון עצמי ויכולת לעבוד בצוות. משמרות גמישות הכוללות סופי שבוע ולילות. המשרה מיועדת לנשים ולגברים כאחד.","סייר/ת משלוחים עם ניסיון בעיר, אחראי/ת ומדויק/ת בזמנים.",1
"דרוש /ה מכונאי /ת רכב למוסך יבואן בבאר-שבע! דרוש/ה מכונאי/ת רכב למוסך יבואן בבאר-שבע!המשרה כוללת יכולת ביצוע עבודות בצורה עצמאית, יכולת איתור והצבעה על תקלות.ימי עבודה: א'-ה', 16:30-8:00. ימי שישי לסירוגין. ימי שלישי, מסיימים ב- 14.00.שכר: 12,000-10,000 תלוי ניסיון.דרישות: הכשרה כמכונאי רכב סוג או 1, או 2.ניסיון קודם - חובה. המשרה מיועדת לנשים ולגברים כאחד.","עוזר/ת רפואי/ת עם ניסיון במרפאה, אחראי/ת ומדויק/ת בתיעוד.",0
"דרוש /ה עובד /ת סוציאלי /ת לחברת סיעוד לחברת ד.ש דניאל דרוש /ה עו""ס /ית בתחום הטיפול הביתי בקשישים.אופי העבודה: ביקורי פיקוח, ביקורי בית ראשוניים, ליווי והשמות.משרה מלאה /חלקית.תנאים נוחים למתאים /ה.דרישות: תואר ראשון בתחום + אישור רישום בפנקס.נגישות לאוכלוסיה מהגיל השלישי - חובה.ניסיון בתחום הסיעוד - יתרון משמעותי.רכב - חובה. המשרה מיועדת לנשים ולגברים כאחד.","סייר/ת משלוחים עם ניסיון בעיר, אחראי/ת ומדויק/ת בזמנים.",0
"דרוש /ה  מנהל /ת חשבונות לחברה תעשייתית באזור אופקים טיפול שוטף בכלל פעולות הנהלת החשבונותהתאמות בנקים, ספקים ולקוחותעבודה מול רשויות המס ודיווחים שוטפים*שליחת קורות החיים מהווה את הסכמתך להכללת פרטיך במערכת הגיוס שלנו, בהתאם למדיניות הגנת הפרטיות.ניתן לפנות אלינו בכל עת ולבקש הסרה מהמאגר.דרישות: תעודת הנה""ח - חובהניסיון קודם של לפחות 3 שנים מארגון - חובה נכונות למשרה מלאה 08:00-17:00 ושעות נוספות במידת הצורך - חובה המשרה מיועדת לנשים ולגברים כאחד.","ברמן/ית עם ניסיון בברים ובאירועים פרטיים, זמין/ה לעבודת ערב ולילה.",0
הנדסאי ביצוע לחברה מצליחה בשרון הנדסאי ביצוע לפרויקט מגורים בשרוןדרישות: ניסיון משמעותי כהנדסאי/מהנדס ביצוע מגורים- חובה בוגר לימודי הנדסאי בניין/מהנדס אזרחי- חובה יחסי אנוש מצויניםזמינות מידית המשרה מיועדת לנשים ולגברים כאחד.,"מוקדן/ית עם ניסיון בשירות לקוחות טלפוני, שירותיות גבוהה וסבלנות.",0
"דרוש /ה מזכיר /ה לקונסרבטוריון נווה שרת ***דרוש/ה מזכיר/ה לקונסרבטוריון נווה שרת***- ביצוע עבודות אדמיניסטרציה שוטפות: קבלת קהל, הדפסות, שיבוצי לוז, מענה טלפוני.- טיפול בכספים וגבייה- תמיכה שוטפת בצוות ההוראה במהלך השיעורים והקונצרטים.* 73% משרה, משעות הצהריים ואילך, 5 ימים בשבוע.דרישות: תעודת בגרות מלאה ניסיון אדמיניסטרטיבי ושירות לקוחות שליטה טובה במחשב ובתוכנות Office עברית ברמה גבוהה יחסי אנוש מצוינים ויכולת עבודה בצוות המשרה מיועדת לנשים ולגברים כאחד.","עובד/ת ייצור עם ניסיון בעבודה פיזית בקו ייצור, זמין/ה למשמרות.",0
"מתן שירותי בריאות מגייסת רכז /ת שטח שיווק לסניפים אזור מרכז | שפלה | דרום מחפשים אנשי מכירה ושיווק עם אנרגיה, יוזמה ורצון אמיתי להשפיעמה כולל התפקיד? משרה מלאה | עבודה עצמאית בשטח גיוס לקוחות לשירותי סיעוד  פנייה יזומה למשפחות, גורמים בקהילה וגופים רלוונטיים עבודה מול מרפאות, בתי אבות, דיורים מוגנים ומוסדות קהילה יצירת קשרים, פיתוח שיתופי פעולה והרחבת מעגל ההפניות חפיפה מלאה ומקצועית על חשבון החברה תנאים מעולים למתאימים! מה מחכה לך אצלנו? נופש חברה בחו""ל אחת לשנה! ימי כיף, פעילויות רווחה והטבות ייחודיות לעובדי החברה אופציות קידום וצמיחה מקצועית סביבת עבודה חמה, משפחתית ותומכתדרישות: יכולת עבודה עצמאית, יוזמה ויחסי אנוש מצוינים מוטיבציה גבוהה ורצון לצמוח ולהתפתח המשרה מיועדת לנשים ולגברים כאחד.","מטפל/ת סיעודי/ת עם ניסיון בטיפול בקשישים, סבלני/ת ואחראי/ת.",1
"קופאי /ת לסניף טיב טעם הוד השרון דרוש /ה קופאי/ת לסניף טיב טעם, הוד השרוןעבודה עם כספים ומול לקוחות.שכר גבוה למתאימים (35-34 ש""ח)דרישות: נכונות למשרה מלאה במשמרות, כולל סופ""ש. המשרה מיועדת לנשים ולגברים כאחד.","קופאי/ת וסדרן/ית עם ניסיון בעבודה ברשת קמעונאית, זמינות למשמרות בוקר וערב.",1
